Faculty Name,County Name,Beginning Date Q1,Ending Date Q1,Type of Hospital,Teaching/Rural Hospital,Available Beds Q1,Staff Beds Q1,Total Outpatient Visits Q1,Total Gross Inpatient Revenue Q1,Total Patient (Census) Days,Total Gross Outpatient Revenue Q1,Total Deductions from Revenue Q1,Total Capitation Premium Revenue Q1,Total Net Patient Revenue Q1,Total Operating Expenses Q1,Expenses (Inpatient) Q1,Expenses (Outpatient) Q1,PPC Expenses Q1,Log Total Outpatient Visits Q1,Log Total Gross Inpatient Revenue Q1,Log Total Patient (Census) Days Q1,Log Total Gross Outpatient Revenue Q1,Log Total Deductions from Revenue Q1,Log Total Capitation Premium Revenue Q1,Log Total Deductions from Revenue Q1,Log Total Net Patient Revenue Q1,Log Total Operating Expenses Q1,Log Expenses (Inpatient) Q1,Log Expenses (Outpatient) Q1,Log PPC Expenses Q1,Beginning Date Q2,Ending Date Q2,Available Beds Q2,Staff Beds Q2,Total Outpatient Visits Q2,Total Gross Inpatient Revenue Q2,Total Patient (Census) Days Q2,Total Gross Outpatient Revenue Q2,Total Deductions from Revenue Q2,Total Capitation Premium Revenue Q2,Total Net Patient Revenue Q2,Total Operating Expenses Q2,Inpatient Expenses Q2,Outpatient Expenses Q2,PCC Expenses Q2,Log Total Outpatient Visits Q2,Log Total Gross Inpatient Revenue Q2,Log Total Patient (Census) Days Q2,Log Total Gross Outpatient Revenue Q2,Log Total Deductions from Revenue Q2,Log Total Capitation Premium Revenue Q2,Log Total Deductions from Revenue Q2,Log Total Net Patient Revenue Q2,Log Total Operating Expenses Q2,Log Expenses (Inpatient) Q2,Log Expenses (Outpatient) Q2,Log PPC Expenses Q2
JEWISH HOME,San Francisco,1/1/2024,3/31/2024,Hospital-LTC Emphasis,N/A,375,353,0,30874993,29786,0,6117370,0,24757623,23655401,0,0,0,0,17.24545716,10.30182734,0,16.119318,15.46989946,16.119318,17.02464404,16.97910206,0,0,0,4/1/2024,6/30/2024,375,361,0,29310732,31773,0,5875102,0,23435630,25745717,0,0,0,0,17.19346432,10.36640362,0,17.75049707,14.47025573,17.75049707,16.96976811,17.06377888,0,0,0
JOHN C. FREMONT HEALTHCARE DISTRICT,Mariposa,1/1/2024,3/31/2024,Comparable,Rural,33,33,8099,2227974,1834,7482500,2773258,0,6937216,10286631,0,0,980987,8.999619341,14.61660366,7.51479976,15.82807765,15.71284837,15.46989946,15.71284837,15.75241124,16.14635575,0,0,13.79631551,4/1/2024,6/30/2024,33,33,8697,2577990,1829,8147058,4085261,0,6639787,9380887,0,0,789052,9.070848393,14.76252097,7.512071246,15.91316756,17.7148863,14.47025573,17.7148863,15.70859059,16.05418499,0,0,13.57858877
JOHN F. KENNEDY MEMORIAL HOSPITAL,Riverside,1/1/2024,3/31/2024,Comparable,N/A,145,56,13946,238102147,4494,204709019,399426680,0,43384486,39471243,0,0,0,9.54301971,19.28821033,8.410720947,19.13710011,19.81524467,15.46989946,19.81524467,17.58561249,17.49108296,0,0,0,4/1/2024,6/30/2024,145,50,13794,213508239,3929,207145513,383765954,0,36887798,37574477,0,0,0,9.532061487,19.17918598,8.276394705,19.14893207,19.87708941,14.47025573,19.87708941,17.4233914,17.4418356,0,0,0
JOHN MUIR BEHAVIORAL HEALTH CENTER,Contra Costa,1/1/2024,3/31/2024,Comparable,N/A,55,55,4281,21213415,4835,4717854,14972371,0,10958898,12094360,0,0,0,8.362175469,16.87014437,8.483843212,15.36686481,16.75293722,15.46989946,16.75293722,16.20966238,16.30824987,0,0,0,4/1/2024,6/30/2024,55,55,4349,19798510,4916,4731467,14530421,0,9999556,12322856,0,0,0,8.377931124,16.80111729,8.500453867,15.36974607,17.90679676,14.47025573,17.90679676,16.11805135,16.32696639,0,0,0
JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,Contra Costa,1/1/2024,3/31/2024,Comparable,N/A,215,175,37079,682224828,14690,416103658,948019208,0,150309278,158339201,0,0,0,10.52083302,20.34086982,9.59499034,19.84644497,20.67398533,15.46989946,20.67398533,18.82820559,18.88025014,0,0,0,4/1/2024,6/30/2024,215,175,37702,677156837,14887,866898800,1361368026,0,182687611,178713622,0,0,0,10.53749495,20.33341347,9.608310798,20.5804328,21.06447994,14.47025573,21.06447994,19.02328821,19.00129521,0,0,0
JOHN MUIR MEDICAL CENTER - WALNUT CREEK,Contra Costa,1/1/2024,3/31/2024,Comparable,N/A,399,317,63620,1053988696,28010,456299550,1225738618,0,284549628,281985405,0,0,0,11.06069888,20.77584756,10.24035257,19.93866006,20.92998198,15.46989946,20.92998198,19.46641824,19.45736588,0,0,0,4/1/2024,6/30/2024,399,317,64466,1053636636,28526,485907707,1249562805,0,289981538,295398255,0,0,0,11.07390874,20.77551348,10.25860629,20.00152926,20.98166005,14.47025573,20.98166005,19.48532782,19.50383502,0,0,0
JOYCE EISENBERG KEEFER MEDICAL CENTER,Los Angeles,1/1/2024,3/31/2024,Hospital-LTC Emphasis,N/A,249,243,0,14357172,22037,0,1986758,0,12370414,10606768,0,0,0,0,16.47976024,10.00052352,0,15.58734262,15.46989946,15.58734262,16.33081829,16.17700294,0,0,0,4/1/2024,6/30/2024,249,243,0,14333923,22095,0,392072,0,13941851,13140818,0,0,0,0,16.47813959,10.00315188,0,17.63713675,14.47025573,17.63713675,16.45040581,16.3912339,0,0,0
KAISER FOUNDATION HOSPITAL - ANTIOCH,Contra Costa,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,150,97,40944,204998748,8744,318262015,382486309,0,140774454,131216104,9956413,0,0,10.61998498,19.13851443,9.076237387,19.57838555,19.77233493,15.46989946,19.77233493,18.76266956,18.69235618,16.11372752,0,0,4/1/2024,6/30/2024,150,93,41606,205311904,8430,327860154,395358633,0,137813425,129428064,9881168,0,0,10.6360237,19.14004087,9.039670668,19.60809772,19.9037501,14.47025573,19.9037501,18.74141134,18.6786358,16.10614138,0,0
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,Los Angeles,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,271,130,120211,182182620,11782,352538387,393772236,0,140948771,171760101,8840988,0,0,11.69701213,19.02052015,9.374413094,19.68067008,19.80112577,15.46989946,19.80112577,18.76390706,18.96160931,15.99490931,0,0,4/1/2024,6/30/2024,271,121,125179,184258662,10933,469904122,447996090,0,206166694,175068330,10738926,0,0,11.73750798,19.03185111,9.299632479,19.96803924,20.01659248,14.47025573,20.01659248,19.1441956,18.98068692,16.18938574,0,0
KAISER FOUNDATION HOSPITAL - DOWNEY,Los Angeles,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,424,243,64535,393817466,22033,450074158,595674612,0,248217012,257947575,19850286,0,0,11.07497849,19.79139808,10.00034199,19.92492292,20.21172241,15.46989946,20.21172241,19.32981397,19.36826693,16.80372902,0,0,4/1/2024,6/30/2024,424,237,65645,376446320,21493,530005415,652121602,0,254330133,249138703,14758044,0,0,11.09203195,19.74628602,9.975529105,20.08839778,20.36288111,14.47025573,20.36288111,19.35414372,19.33352034,16.50729892,0,0
KAISER FOUNDATION HOSPITAL - FONTANA,San Bernardino,1/1/2024,3/31/2024,Kaiser Foundation Health,Teaching,664,389,90100,647407774,35376,697011078,931936358,0,412482494,410821549,26407815,0,0,11.40868654,20.28848691,10.47381717,20.36231186,20.6569457,15.46989946,20.6569457,19.83770433,19.83366949,17.08917058,0,0,4/1/2024,6/30/2024,654,377,93238,638438818,34248,789774091,1014603039,0,413609870,425141536,40308919,0,0,11.44292137,20.27453641,10.44141265,20.4872575,20.7814304,14.47025573,20.7814304,19.84043375,19.8679327,17.51208334,0,0
KAISER FOUNDATION HOSPITAL - FREMONT,Alameda,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,100,69,63170,122753138,6229,229328405,261984541,0,90097002,87768452,4359550,0,0,11.05360061,18.6256859,8.737131612,19.25066562,19.39855339,15.46989946,19.39855339,18.31639746,18.29021269,15.28787963,0,0,4/1/2024,6/30/2024,100,63,64127,117491179,5699,231834367,261072714,0,88252832,87644789,3983001,0,0,11.06863637,18.58187382,8.648221454,19.26153374,19.54026841,14.47025573,19.54026841,18.29571636,18.28880273,15.19754636,0,0
KAISER FOUNDATION HOSPITAL - FRESNO,Fresno,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,169,79,71859,173938346,7150,323763957,372074495,0,125627808,132798929,21233984,0,0,11.18247506,18.97421147,8.875007486,19.59552528,19.7450182,15.46989946,19.7450182,18.6488342,18.70434674,16.87111352,0,0,4/1/2024,6/30/2024,169,78,73737,171954738,7069,342936100,387262970,0,127627868,130345120,20285900,0,0,11.20827355,18.96274185,8.863615759,19.65305469,19.88520693,14.47025573,19.88520693,18.66462931,18.68569627,16.82543667,0,0
KAISER FOUNDATION HOSPITAL - LOS ANGELES,Los Angeles,1/1/2024,3/31/2024,Kaiser Foundation Health,Teaching,560,401,34056,682478617,36413,397002768,722010262,0,357471123,307469828,7915616,0,0,10.43579087,20.34124176,10.5027086,19.79945381,20.40292988,15.46989946,20.40292988,19.69456514,19.54388752,15.8843482,0,0,4/1/2024,6/30/2024,560,392,35030,661133881,35664,425557711,727255900,0,359435692,314889848,9368771,0,0,10.46398866,20.30946692,10.48192509,19.86891113,20.46519727,14.47025573,20.46519727,19.70004584,19.56773345,16.05289259,0,0
KAISER FOUNDATION HOSPITAL - MANTECA,San Joaquin,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,216,163,58316,331888918,14808,496735428,584566385,0,244057961,208134749,12107295,0,0,10.97364893,19.62031089,9.602990383,20.02356811,20.19302163,15.46989946,20.19302163,19.3129163,19.15369626,16.3093188,0,0,4/1/2024,6/30/2024,216,144,58952,308014517,13099,515595598,604205898,0,219404217,204287539,12836182,0,0,10.9844958,19.54565748,9.480367509,20.06083329,20.29170147,14.47025573,20.29170147,19.20642633,19.13503907,16.36777854,0,0
KAISER FOUNDATION HOSPITAL - MORENO VALLEY,Riverside,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,100,54,26013,86672878,4914,202319186,213382630,0,75609434,65714039,0,0,0,10.16639013,18.27765158,8.500047033,19.12535714,19.19668585,15.46989946,19.19668585,18.14109163,18.00082316,0,0,0,4/1/2024,6/30/2024,100,50,27432,77707562,4505,245424291,245472277,0,77659576,65659206,0,0,0,10.21950195,18.16846315,8.413165121,19.31849907,19.48800405,14.47025573,19.48800405,18.16784544,17.99998839,0,0,0
KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,Alameda,1/1/2024,3/31/2024,Kaiser Foundation Health,Teaching,365,281,99147,609730663,25554,561767805,828811957,0,342686511,346915328,19923769,0,0,11.50436896,20.22852788,10.14858827,20.14659917,20.54019218,15.46989946,20.54019218,19.65232663,19.6645913,16.80742405,0,0,4/1/2024,6/30/2024,365,270,98148,590213726,24509,581301512,814039501,0,357475737,341969509,19752005,0,0,11.49424201,20.19599528,10.10683648,20.18078014,20.57165875,14.47025573,20.57165875,19.69457805,19.65023214,16.79876561,0,0
KAISER FOUNDATION HOSPITAL - ORANGE CO - ANAHEIM,Orange,1/1/2024,3/31/2024,Kaiser Foundation Health,Teaching,526,303,75042,493794838,27518,561428690,725250848,0,329972680,309999751,22308626,0,0,11.22581656,20.01763068,10.22263195,20.14599533,20.40738415,15.46989946,20.40738415,19.61452042,19.55208206,16.92048402,0,0,4/1/2024,6/30/2024,530,272,77857,461559235,24721,639190415,773655103,0,327094547,317709822,33659681,0,0,11.26264193,19.95012096,10.11544881,20.27571296,20.52352316,14.47025573,20.52352316,19.60575982,19.57664902,17.3318113,0,0
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,Los Angeles,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,218,129,48031,214912305,11737,286221690,365377800,0,135756195,146886522,14336158,0,0,10.77962273,19.18574062,9.370586721,19.47227721,19.72704585,15.46989946,19.72704585,18.72637116,18.80517089,16.47829551,0,0,4/1/2024,6/30/2024,218,118,49955,199448664,10719,322686029,381684158,0,140450535,144374245,13666073,0,0,10.8188979,19.11106744,9.279866435,19.59219037,19.87222552,14.47025573,19.87222552,18.76036593,18.78791942,16.43042697,0,0
KAISER FOUNDATION HOSPITAL - REDWOOD CITY,San Mateo,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,153,74,14582,192300456,6682,180445160,259535810,0,113209806,115347169,9138918,0,0,9.587611746,19.07456959,8.807322268,19.01093747,19.38930078,15.46989946,19.38930078,18.54475335,18.56345701,16.02805267,0,0,4/1/2024,6/30/2024,153,71,15185,183976846,6419,185955431,262136445,0,107795832,113601975,7419072,0,0,9.62812923,19.03032048,8.767173397,19.04101759,19.54373457,14.47025573,19.54373457,18.49574956,18.54821146,15.81956467,0,0
KAISER FOUNDATION HOSPITAL - RIVERSIDE,Riverside,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,225,132,83379,195082057,11931,327910367,370790372,0,152202052,203754312,36934510,0,0,11.33116375,19.08893084,9.386979146,19.60825086,19.74159685,15.46989946,19.74159685,18.84071949,19.13242548,17.42465693,0,0,4/1/2024,6/30/2024,225,119,85176,184416443,10743,376344319,406737984,0,154022778,201364732,34215566,0,0,11.35248672,19.03270704,9.282102738,19.74601503,19.92924659,14.47025573,19.92924659,18.85261107,19.12062841,17.34819127,0,0
KAISER FOUNDATION HOSPITAL - ROSEVILLE,Placer,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,402,285,50604,574727914,25869,604540964,847484790,0,331784088,331778727,42882309,0,0,10.83180566,20.1694073,10.16083928,20.21997999,20.56236871,15.46989946,20.56236871,19.61999498,19.61997882,17.57396994,0,0,4/1/2024,6/30/2024,402,273,53949,563371447,24792,645181034,873287066,0,335265415,330478752,43069501,0,0,10.89581297,20.14944973,10.11831663,20.28504151,20.6383324,14.47025573,20.6383324,19.63043306,19.61605293,17.57832569,0,0
KAISER FOUNDATION HOSPITAL - SACRAMENTO,Sacramento,1/1/2024,3/31/2024,Kaiser Foundation Health,Teaching,283,174,64118,426230788,15828,441732262,640488511,0,227474539,238689905,31861791,0,0,11.06849601,19.87049152,9.66959898,19.90621452,20.28380441,15.46989946,20.28380441,19.24254888,19.2906758,17.27691811,0,0,4/1/2024,6/30/2024,283,169,65364,413653031,15314,461638976,640477556,0,234814451,232280969,30657080,0,0,11.08774223,19.84053809,9.636588019,19.95029371,20.34604398,14.47025573,20.34604398,19.27430619,19.26345827,17.23837422,0,0
KAISER FOUNDATION HOSPITAL - SAN DIEGO,San Diego,1/1/2024,3/31/2024,Kaiser Foundation Health,Teaching,596,273,66205,455688846,24760,541819705,696477398,0,301031153,364602960,57399724,0,0,11.10052637,19.93732078,10.11702511,20.11044386,20.36712255,15.46989946,20.36712255,19.52272432,19.71431954,17.86555007,0,0,4/1/2024,6/30/2024,596,257,69486,438326348,23331,591039225,736327358,0,293038215,343975725,53415053,0,0,11.14889496,19.89847428,10.05758109,20.19739295,20.47687121,14.47025573,20.47687121,19.49581359,19.65608165,17.79360317,0,0
KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,San Francisco,1/1/2024,3/31/2024,Kaiser Foundation Health,Teaching,239,168,18241,369315756,15213,253594933,408137272,0,214773417,209739015,16609050,0,0,9.811481907,19.72716255,9.629971336,19.3512488,19.8366119,15.46989946,19.8366119,19.18509416,19.16137453,16.62545835,0,0,4/1/2024,6/30/2024,239,162,18540,357513487,14721,257986453,401858567,0,213641373,203477549,12987420,0,0,9.827739775,19.69468365,9.597098253,19.36841764,19.91839332,14.47025573,19.91839332,19.17980934,19.13106624,16.37949183,0,0
KAISER FOUNDATION HOSPITAL - SAN JOSE,Santa Clara,1/1/2024,3/31/2024,Kaiser Foundation Health,Teaching,247,145,40275,295142845,13143,359123038,475227466,0,179038417,171434245,12814604,0,0,10.60351104,19.50297002,9.48372066,19.69917561,19.9874665,15.46989946,19.9874665,19.00311097,18.95971035,16.36609609,0,0,4/1/2024,6/30/2024,247,133,41312,286629890,12054,365850092,469913290,0,182566692,168529570,15963945,0,0,10.6289325,19.47370236,9.397234791,19.71773423,20.06006505,14.47025573,20.06006505,19.02262611,18.94262179,16.58584336,0,0
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,Alameda,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,216,124,40721,248702441,11229,396708637,474533084,0,170877994,180756929,10522424,0,0,10.61452377,19.33176773,9.326344048,19.79871266,19.98601617,15.46989946,19.98601617,18.95646038,19.01266376,16.16901925,0,0,4/1/2024,6/30/2024,216,115,41667,237134447,10415,403324529,469248150,0,171210826,175257889,9483947,0,0,10.63748873,19.28413783,9.251098364,19.81525208,20.05877318,14.47025573,20.05877318,18.95840626,18.9817691,16.06511124,0,0
KAISER FOUNDATION HOSPITAL - SAN MARCOS,San Diego,1/1/2024,3/31/2024,Comparable,N/A,168,72,17760,101640778,6545,169571766,190766671,0,80445873,86069944,0,0,0,9.784760321,18.43695538,8.786609455,18.9487868,19.08677288,15.46989946,19.08677288,18.20309514,18.27067084,0,0,0,4/1/2024,6/30/2024,168,64,18622,97432060,5734,189699183,205432003,0,81699240,88854587,0,0,0,9.832152655,18.39466588,8.65434303,19.06095013,19.3398408,14.47025573,19.3398408,18.21855527,18.30251175,0,0,0
KAISER FOUNDATION HOSPITAL - SAN RAFAEL,Marin,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,116,54,20935,103792793,4873,149074112,192513049,0,60353856,84860198,9993622,0,0,9.949225444,18.4579071,8.491670234,18.81995414,19.09570423,15.46989946,19.09570423,17.91573541,18.25651574,16.11745775,0,0,4/1/2024,6/30/2024,116,56,22090,106553873,5049,153087504,195695820,0,63945557,86067567,11340886,0,0,10.00292556,18.48416127,8.527143522,18.84652024,19.30023354,14.47025573,19.30023354,17.97354262,18.27064322,16.24392507,0,0
KAISER FOUNDATION HOSPITAL - SANTA CLARA,Santa Clara,1/1/2024,3/31/2024,Kaiser Foundation Health,Teaching,355,269,54746,593938819,24452,569742842,786963663,0,376717998,318901696,16743958,0,0,10.91047785,20.20228688,10.10450819,20.16069566,20.48862965,15.46989946,20.48862965,19.74700745,19.58039345,16.63354809,0,0,4/1/2024,6/30/2024,356,261,56097,598265789,23702,579425426,797084512,0,380606703,313420325,17612848,0,0,10.93485544,20.20954568,10.0733569,20.17754753,20.55173094,14.47025573,20.55173094,19.75727713,19.56305574,16.68413925,0,0
KAISER FOUNDATION HOSPITAL - SANTA ROSA,Sonoma,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,172,105,32640,191728862,9502,281181544,343437910,0,129472496,134282306,10146818,0,0,10.39332445,19.07159276,9.159362817,19.45451109,19.66579387,15.46989946,19.66579387,18.67897904,18.71545491,16.13267082,0,0,4/1/2024,6/30/2024,172,105,34523,194527898,9502,298535618,367791993,0,125271523,136508557,13166703,0,0,10.44941001,19.08608615,9.159362817,19.51439981,19.83914784,14.47025573,19.83914784,18.64599413,18.73189787,16.39320178,0,0
KAISER FOUNDATION HOSPITAL - SOUTH BAY,Los Angeles,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,257,156,49664,227674813,14152,356128196,419880408,0,163922601,170140645,9119083,0,0,10.81305574,19.24342891,9.557681895,19.69080133,19.86471385,15.46989946,19.86471385,18.91490494,18.95213598,16.02587992,0,0,4/1/2024,6/30/2024,257,146,50012,216912134,13247,386783060,436908561,0,166786633,167164653,10347210,0,0,10.82003825,19.19500292,9.491601877,19.77337453,19.99385899,14.47025573,19.99385899,18.93222591,18.93448984,16.15222757,0,0
KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,Sacramento,1/1/2024,3/31/2024,Kaiser Foundation Health,Teaching,241,178,50383,458919995,16156,471507268,710189396,0,220237867,244125404,21922669,0,0,10.82742894,19.94438645,9.690108671,19.97144508,20.38651152,15.46989946,20.38651152,19.21021874,19.31319261,16.90303182,0,0,4/1/2024,6/30/2024,241,176,52420,458205677,15978,496288588,723762387,0,230731878,238113043,19880036,0,0,10.86706255,19.94282872,9.679030639,20.02266815,20.46066491,14.47025573,20.46066491,19.2567669,19.28825609,16.80522662,0,0
KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,San Mateo,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,120,81,25819,144108405,7305,177767819,230048730,0,91827494,89224433,6988935,0,0,10.15890466,18.78607639,8.896451207,18.99598887,19.27059058,15.46989946,19.27059058,18.33542232,18.30666548,15.75983889,0,0,4/1/2024,6/30/2024,120,75,26004,139322630,6824,185455126,235081317,0,89696439,85397383,6024797,0,0,10.16604411,18.75230289,8.82834762,19.03832351,19.45161242,14.47025573,19.45161242,18.31194164,18.26282603,15.61139451,0,0
KAISER FOUNDATION HOSPITAL - VACAVILLE,Solano,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,150,77,38238,191340675,6976,292526490,362454105,0,121413060,118122123,7564137,0,0,10.55161122,19.06956604,8.850374304,19.49406579,19.7190969,15.46989946,19.7190969,18.61470902,18.5872296,15.83892895,0,0,4/1/2024,6/30/2024,150,78,38019,198010770,7086,294852572,374400134,0,118463208,122303592,10070912,0,0,10.54586762,19.10383199,8.866017399,19.50198604,19.85501854,14.47025573,19.85501854,18.590113,18.62201698,16.12516193,0,0
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,Contra Costa,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,249,152,36723,293729085,13826,406635913,506658185,0,193706813,213755090,15004642,0,0,10.51118577,19.49816842,9.534378481,19.82342878,20.0510051,15.46989946,20.0510051,19.08185631,19.18034148,16.52387024,0,0,4/1/2024,6/30/2024,249,158,37775,309778281,14290,411856665,530149737,0,191485209,210955985,16712151,0,0,10.53942926,19.55136738,9.567385247,19.83618595,20.17063874,14.47025573,20.17063874,19.07032113,19.16716007,16.63164668,0,0
KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,Los Angeles,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,265,133,84677,214697586,12031,333503673,405158321,0,143042938,161717319,9881016,0,0,11.34661111,19.18474102,9.395325046,19.62516444,19.82935573,15.46989946,19.82935573,18.77865542,18.90136043,16.106126,0,0,4/1/2024,6/30/2024,265,112,86439,197204443,10132,377616649,431183427,0,143637665,153951283,10433990,0,0,11.36720581,19.09975154,9.223552703,19.74939009,19.98191487,14.47025573,19.98191487,18.78280448,18.85214677,16.1605794,0,0
KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,Los Angeles,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,274,119,47371,191874534,10766,304175524,358148371,0,137901687,141640213,8911625,0,0,10.76578662,19.07235225,9.28424118,19.53311548,19.70727419,15.46989946,19.70727419,18.74205158,18.7688007,16.00286727,0,0,4/1/2024,6/30/2024,274,116,46742,194376339,10508,324866572,388126871,0,131116040,138006053,7540731,0,0,10.75241979,19.08530673,9.259987312,19.59892511,19.88720217,14.47025573,19.88720217,18.6915933,18.74280811,15.83582982,0,0
KAISER FOUNDATION HOSPITAL REHABILITATION CENTER - VALLEJO,Solano,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,253,156,45212,247756145,14176,337675020,425517816,0,159913349,154121201,9304238,0,0,10.71913994,19.32795554,9.559376212,19.63759451,19.87792897,15.46989946,19.87792897,18.89014266,18.85324988,16.04598066,0,0,4/1/2024,6/30/2024,253,146,44964,235752278,13238,344368914,423628860,0,156492332,149358918,7082454,0,0,10.71363969,19.27829215,9.490922298,19.65722407,19.96593254,14.47025573,19.96593254,18.86851758,18.82186282,15.77313116,0,0
KAISER FOUNDATION NORTHERN REGION,,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.17516855,15.46989946,15.17516855,0,0,0,0,0,4/1/2024,6/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6285164,14.47025573,17.6285164,0,0,0,0,0
KAISER FOUNDATION SOUTHERN REGION,,1/1/2024,3/31/2024,Kaiser Foundation Health,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.17516855,15.46989946,15.17516855,0,0,0,0,0,4/1/2024,6/30/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6285164,14.47025573,17.6285164,0,0,0,0,0
KAISER PERMANENTE PHF - SANTA CLARA,Santa Clara,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,24,24,1,8452715,1782,2186,3417799,0,5037102,5247286,0,0,0,0.693147181,15.94999837,7.486052618,7.690286021,15.80511765,15.46989946,15.80511765,15.43234167,15.47322174,0,0,0,4/1/2024,6/30/2024,24,24,0,8452785,1667,0,4361549,0,4091236,5103196,0,0,0,0,15.95000665,7.419380583,0,17.72046679,14.47025573,17.72046679,15.22435793,15.44537776,0,0,0
KAWEAH DELTA MEDICAL CENTER,Tulare,1/1/2024,3/31/2024,Comparable,Teaching,608,439,153050,348639403,37097,373619524,507463146,21506191,236301972,225581938,0,0,0,11.93852648,19.66954872,10.52131834,19.73874852,20.0525805,17.1015243,20.0525805,19.28062109,19.23419402,0,0,0,4/1/2024,6/30/2024,608,444,153672,342430354,35494,351663947,492266091,21693120,223521330,205457228,0,0,0,11.94258225,19.65157885,10.47714712,19.67818658,20.10253689,16.97751004,20.10253689,19.22501741,19.14074844,0,0,0
